t,Dp0,Dp1,Dp2,Dp3,Dp4,Dp5,Dp6,Dp7,Dp8,Dp9,Dp10
,197.5,230.0,300.0,412.5,525.0,715.0,1037.5,1375.0,1760.0,2287.5,2977.5
2019-11-24T00:30:00.0,380.21964027508693,131.8304856362606,15.464678364150842,2.583059434848371,1.328692169876377,0.5444037294042953,0.147500114201431,0.07645007082766905,0.05864796911043549,0.04214664306774628,0.028930771429753397
2019-11-24T01:00:00.0,458.45959892902,155.4638699421533,17.96641760742446,2.9771943116717354,2.077467176543146,0.6418341374518183,0.29837235512762306,0.16647347412089664,0.09108458043859392,0.07019979582896267,0.040011967607486494
2019-11-24T01:30:00.0,581.7271439660249,196.58434482460652,23.315222808100103,3.8112598735916587,2.7755513701896986,0.833354892776956,0.41659577136986203,0.2353671779429726,0.10008688463592288,0.07991435267543384,0.03987260915476623
2019-11-24T02:00:00.0,428.40928280221203,160.96564728740867,19.793338360563013,3.36494998566191,2.294911348251605,0.648961910317998,0.25696081393603665,0.18008323686245473,0.0920463046212371,0.08819469401752722,0.05188481566208135
2019-11-24T02:30:00.0,355.9614035360788,149.70228884012354,18.92715195196152,3.3137190254354287,2.1685236099749576,0.49988394688760635,0.1686375949905018,0.10703247212773476,0.07117094143930122,0.07930062483277395,0.05317620426233213
2019-11-24T03:00:00.0,392.16593445108873,172.4697903660808,21.545096232209268,3.8256778616396048,2.3816168069253187,0.5079183341244411,0.14959116535707462,0.09259829432503872,0.05424291692040769,0.06459665532965726,0.04443607264277859
2019-11-24T03:30:00.0,485.65562559951,226.59037432684147,29.375315915079376,4.930367355822414,3.037298033185208,0.623559744990339,0.13974091755759793,0.087292041697437,0.05022110775189767,0.06216803017287667,0.038866520108899724
2019-11-24T04:00:00.0,407.76932267845734,184.46879203192233,25.368543699578876,4.72272372336336,3.0557885949958736,0.6111478913802801,0.16206295996588982,0.08587256195867433,0.06323029227555725,0.06554086112899873,0.04468472634052262
2019-11-24T04:30:00.0,352.912674935286,154.77237177446474,21.560470434604113,4.298969967689977,2.9128847649583283,0.5832789594291706,0.14369750527780573,0.07817795809067515,0.07254373457530362,0.06648368785972471,0.050165746393320956
2019-11-24T05:00:00.0,201.52761371179125,80.27816877520046,10.752923389839623,2.4362283632338686,1.6976307021711168,0.36615932991216227,0.135005773778215,0.0720197032656369,0.05850218676497107,0.07785275797169619,0.053838930518740925
2019-11-24T05:30:00.0,181.06513384770827,69.8848727321147,9.208361114467076,2.1298940475920016,1.451205254718315,0.33671559588349065,0.11162168979901468,0.07031927310708747,0.0597882177610168,0.07292038762638751,0.05425422708793143
2019-11-24T06:00:00.0,180.94731543669457,66.12032419262226,8.4807394544034,2.177810023425294,1.4226974340953835,0.32356413396354805,0.1186338640966704,0.06875758690799305,0.06257549484670308,0.06867644638443088,0.0484585035602541
2019-11-24T06:30:00.0,155.58567259735682,55.94392936691004,7.444021842396966,2.003363853034941,1.2011601945037045,0.2526403904343691,0.09214043530536427,0.04868138355503783,0.05028207665611411,0.055553323780124474,0.04815646956317412
2019-11-24T07:00:00.0,134.929634887557,49.79274705275942,6.65037507785739,1.9134858849351772,1.0339087788669379,0.2242053599053906,0.09185652349578047,0.04666546118555959,0.05070699876013089,0.05595870577335226,0.03827125457565727
2019-11-24T07:30:00.0,131.60682944062026,48.95356439898293,6.507480923950006,1.8971540871192412,1.0151809733907982,0.22051182675951556,0.06502483157246607,0.04453510452427778,0.03990363935151839,0.051724682143615155,0.03803569480702628
2019-11-24T08:00:00.0,135.97262162904562,51.196044917878126,6.648814316555722,1.8716568263167306,1.0135269463507472,0.22212249646949675,0.07109000731581239,0.05535133930552951,0.04029506025518774,0.052940659117562,0.04041705545268166
2019-11-24T08:30:00.0,94.54169367312524,37.00802631248205,4.8307660813904105,1.225892618921988,0.7900386479777505,0.16620019526500515,0.060782171554354315,0.04602756088884413,0.04687676370234134,0.04654912431964936,0.037815030283036156
2019-11-24T09:00:00.0,75.6909627724643,31.3455244421846,4.001191737161683,0.9844230755198586,0.6136775742490848,0.13574042547664827,0.050818344812716305,0.03362956745181574,0.03654663388734643,0.03682023203921228,0.032417970394491305
2019-11-24T09:30:00.0,49.4352252969571,20.27452590652295,2.7396470258458203,0.7856857812883818,0.5607919715853201,0.15650491311055575,0.0682368189687112,0.051821059747770064,0.04169112249814867,0.04373769553031271,0.02460158991432534
2019-11-24T10:00:00.0,36.25847391409199,15.40450933761659,2.2691366651139036,0.5863530975495196,0.4213553226375339,0.10110536878619891,0.03891451508753633,0.026549068593357997,0.018948871076691753,0.017053485172505,0.019336825514943732
2019-11-24T10:30:00.0,24.353465278757753,10.377263437766521,1.6246920825222078,0.4532294381363526,0.32228913876142684,0.09627611336377964,0.02717721433142847,0.018704770842478635,0.016634479112020147,0.01571159760762916,0.014226609970635089
2019-11-24T11:00:00.0,20.839830419598414,8.48027846808424,1.3070723111582803,0.34333547938062786,0.26386618606067175,0.07587888555711217,0.029415532479984876,0.01996732733152329,0.01016754091614074,0.009697290652159227,0.011904586675506711
2019-11-24T11:30:00.0,22.15014280370931,8.77185994939209,1.3082570857921008,0.3226509434669267,0.2559674612486454,0.08093951363786668,0.026527741576397278,0.020643139271901347,0.009995214387058991,0.010188042852899738,0.009986383838037098
2019-11-24T12:00:00.0,25.11599953940833,10.250293773823328,1.4061085672407643,0.3654756613432744,0.2809255981270593,0.07282972845391436,0.024441318408910694,0.014533789595417797,0.012921786919709256,0.012131650027955885,0.009160354107525968
