t,Dp1,Dp2,Dp3,Dp4,Dp5,Dp6,Dp7,Dp8,Dp9,Dp10,Dp11,Dp12,Dp13,Dp14,Dp15,Dp16,Dp17,Dp18,Dp19,Dp20,Dp21,Dp22,Dp23,Dp24,Dp25,Dp26,Dp27,Dp28,Dp29,Dp30,Dp31,Dp32,Dp33,Dp34,Dp35,Dp36,Dp37,Dp38,Dp39,Dp40,Dp41,Dp42,Dp43,Dp44,Dp45,Dp46,Dp47,Dp48,Dp49,Dp50,Dp51
,211.39545769669408,203.5831678606271,196.11848759691193,188.98257739113234,182.1577697728535,175.62749396233434,169.3762047528777,163.3893155246218,157.65313526440468,152.15480944946216,146.88226463990244,141.82415661577164,136.9698218886912,132.3092324150691,127.83295333735167,123.53210358127308,119.39831914020736,115.4237188821926,111.60087272067426,107.92277199624449,104.38280192341024,100.97471596352037,97.6926119922538,94.53091013740244,91.48433216995024,88.54788233859841,85.71682954482658,82.9866907622826,80.35321561072064,77.81237200083015,75.36033277211263,72.99346325145699,70.7083096652354,68.50158834260351,66.3701756522328,64.31109861895746,62.32152617077828,60.39876097035655,58.540231788560995,56.74348638081164,55.006184829917274,53.326093321838236,51.70107832333466,50.12910113280262,48.60821277776433,47.136549234475936,45.71232694696553,44.33383862451509,42.99944929817688,41.70759261836389,40.4567673768957
2019-11-24T00:30:00.0,630.9704353940953,668.2892513041355,625.0555129608686,640.6032259217334,627.9270581084944,611.5297058623569,613.6953634594782,608.474715051115,634.4808419535182,658.7521078775607,647.1638307587551,608.6408610300771,603.4056983498152,656.1330589647747,649.3863900776603,666.0185074295556,673.6571746817616,703.4597844127667,755.7768731404018,737.6576784447993,762.3710138416154,776.9264809719192,904.9442184993699,939.8043692335905,1085.7814791477792,1148.3365924982807,1126.284285131487,1209.4683140456423,1177.150070557687,1237.0200911702163,1237.5936549111937,1348.4384967462602,1225.4844353259741,1256.6940780561852,1336.3274622287609,1437.6465831330036,1368.3051496485148,1377.9751476464478,1346.8342523566273,1373.0389070026513,1359.339310034509,1339.185739601431,1370.175286874717,1258.6129292338533,1263.364835132417,1318.9532357525084,1501.1088288097749,1369.877099768786,1366.8467721885636,1552.9234832746943,1474.5693658658577
2019-11-24T01:00:00.0,698.0375740013096,718.3776486576886,683.1187369047008,664.7635672818476,650.4337623612508,734.777296281171,645.3374779574967,677.0446136425015,561.9134891468683,658.9508851570878,671.8465676012986,620.8050364832364,608.6055631027085,544.0051823546775,589.0393472237358,541.1441059589338,645.4845866761458,608.9928472013889,632.7480038500942,676.8737449685444,696.3010909258109,754.8757554911874,860.9446377655685,1005.9044473854414,1042.7618426125036,1055.7856351970831,1039.9426837587673,1091.199476238438,1195.1021727314107,1231.6942093403386,1207.2013405663577,1228.185281191993,1250.6696968520698,1185.675177979914,1236.6315629364854,1167.4949320940905,1249.3966960484036,1268.1579506963876,1227.4467799317285,1163.0318453381858,1237.8612578366353,1225.2660560075358,1214.9949593448605,1244.1866283084776,1196.9134933991709,1161.6713055932912,1152.3711920971866,1186.4412468054086,1272.5478915976291,1333.9051679164174,1242.8837003824106
2019-11-24T01:30:00.0,645.4926433958523,614.4667445741242,625.6999823894419,585.3068740419893,579.7068331864346,554.6189047963779,567.5439581249307,581.9393862580038,613.5918871891325,515.9785768738159,592.2653970972317,543.9955234182219,517.7234617721408,517.1599163572247,521.0239593058595,534.7731430214707,559.173948194462,499.27302336187995,671.7638011941775,681.7307567639706,732.8011063364395,788.2806164461738,905.1155772088761,935.5950345950514,931.4781339897445,980.5038721519522,1078.5294243610883,1149.203565706145,1161.0228385760563,1219.7482842429204,1198.3499469236783,1214.2022820768686,1206.2753052337678,1239.8131478105338,1251.8331194193656,1281.2502965432373,1360.7589395099237,1299.4554967488252,1361.7440728030365,1281.266474598377,1239.8132627243865,1197.0768734120827,1203.6563259159968,1097.1406764925764,1111.2700800791392,1116.4486982233989,1036.3589742222432,1095.0098777329486,1234.9298185786724,1233.2878331275679,1185.7798737533114
2019-11-24T02:00:00.0,342.4652348871304,403.8463997204938,385.28714780926765,464.6469257359756,435.64803742139134,449.6434617192996,414.5469457184268,428.5603227168809,455.6182337689451,502.0418065688745,522.4728056890808,494.8640251260351,551.9027225114789,532.7343665205032,501.17104276556523,579.3358297147296,650.0139795647016,638.611189003125,616.9836446768767,673.7970515146535,774.149982490688,870.8969618099264,870.6651057766069,956.0328657544733,964.512462748275,1029.6502435362383,1070.4797344182139,1092.8131094198457,1171.6633309136707,1116.5961964627495,1177.243104672215,1191.2554659351204,1187.1586376386263,1124.0914671245287,1144.564192413936,1144.6002754063481,1125.8182439757043,1037.361674829649,1045.618349926825,1045.454319269957,978.4388722185467,1087.0510316981608,964.9983229482607,955.3157931225629,915.4905515668408,871.2622708879651,783.0764697537542,825.3674350101104,838.3403724383636,883.762546892424,824.5802453973231
2019-11-24T02:30:00.0,364.0144354866386,396.41792118365544,385.58772854837247,439.1161200625503,448.17219907300614,510.60794723769186,494.12163003571396,485.7729042273213,454.0001180837221,489.0724603643698,490.2309868406701,453.3171507418865,445.8574138689446,435.6524805762936,486.9991766007222,459.1849342305419,497.546492181694,530.816129343004,566.6541558290544,626.264060661453,629.1793579904967,706.5263990856794,795.603385910104,789.6975367454829,889.6436847187414,970.8558025889232,1044.0096153650054,965.7423741528942,1054.0225173056497,1079.0746080298786,1074.443744717189,1071.397262101988,1080.2321297297663,1071.2530142114658,1048.1035190430719,1087.7617414050565,1041.1498268947523,1011.0675051999077,1004.2871486434932,922.2078230776941,981.694321129545,936.2265222651228,939.4833491178742,792.9825805609679,773.9593929243049,849.2854219701269,896.147495955257,768.9713936756625,769.5514429187001,835.2752521031782,762.0559525955055
2019-11-24T03:00:00.0,399.76045702320425,427.0297171897106,444.3874422784711,420.7054840293456,444.53893262249477,487.0348267545813,490.37559215575413,447.87116142463395,405.6945190129694,435.27720927907103,448.42403140717954,430.9374823415492,375.7210345753217,434.346678886331,492.95741114466307,475.766945255618,447.8443042745821,467.72811697524065,548.9283522863784,567.631613564832,628.9531027094381,681.0931027180397,817.3929842633321,813.0818519323391,870.5052810910984,897.2380961714996,908.5406959723546,969.9534847600687,1053.3800527597846,1017.2670958003654,1099.5046042927197,1097.229222951822,1087.6524728070397,1058.7581880491184,974.4098095688782,909.1623707086947,955.9447532103738,931.6843296379617,881.6043848251659,794.4423231962635,818.5439975879012,783.4762952035841,789.2140205900711,737.7998580067618,675.365981745998,693.0965104554643,590.557372845237,619.9794949382382,670.246893161012,627.6894026685862,626.6682315966391
2019-11-24T03:30:00.0,434.0162590525136,411.7131343541083,444.35677919001483,459.03639169438827,421.8530176778386,494.2318912320588,458.83688830139994,467.55971022150294,435.5258482870244,479.6356703328132,430.85244702387564,497.27404728586816,445.03015308592825,444.72767336342235,469.3903349380139,492.6841515491331,525.2670788883897,597.4204534893927,539.5610360327853,581.0875442612895,664.3814867192392,792.7767963137277,770.525078638341,862.3657347983398,959.5226183624027,995.0093824101913,1044.5836257768963,1119.1837252997566,1122.34704336816,1083.2390996764116,1077.756464196814,1068.4274648514768,1055.3331026677047,1091.9036800252638,1057.267069119926,922.8756550457339,875.2645915105552,813.9884733256791,821.3878639846996,838.0914489659853,765.5858120550695,800.1167060655297,730.8399086902219,727.2870653304641,672.9062578142505,615.9803786678651,562.6517068875909,599.8889498761948,680.5828077592099,550.7894004195327,554.8320376824365
2019-11-24T04:00:00.0,370.39524679594064,404.4006815714227,451.78225888781645,436.7835045934763,430.97863913363324,437.30869498207704,476.12180708109514,528.5468596417898,498.96111509518886,507.5690106858739,539.7577862139844,564.2575013477934,534.6100270770726,517.6765769536387,588.028653764324,619.6363999180468,635.747448874865,670.6562726086794,760.0481889734334,832.4998355426785,865.232453957188,882.6571262195695,950.3957718983229,1085.6628923872836,1109.2986041516642,1106.3809745849703,1171.815684345644,1234.8243112750106,1211.1249432797952,1334.547321990742,1309.0889868151671,1429.2888390428998,1213.4047618376867,1218.7857650127332,1241.737804914965,1242.7039965744164,1109.9432510522938,1108.515904439961,1089.193680461878,1038.4382254492616,834.6295714434308,890.987754126866,814.9518787191063,782.4277521702705,681.7829637805944,673.3622735035779,630.4466512462508,596.0009539939855,582.1043374575688,662.337699229401,558.6330336148242
2019-11-24T04:30:00.0,331.5636923432116,386.090128879421,429.3683223482318,436.29566129737793,426.6257546766956,452.3224410401126,430.44303466204815,520.8525279819266,508.79247582731836,563.7973459114197,485.39676106670504,545.3162155646412,491.75740081676116,558.5965803861073,581.2817516297706,628.3491150077414,718.2137914972318,783.1137133217682,773.3821854685094,899.9218388208503,932.5915608057542,929.3151448122364,1038.5218569807826,1135.1782172510561,1228.5588945485956,1209.6292358014648,1267.099311598358,1276.0336816324066,1319.249974900255,1323.7797631774731,1274.8573919520013,1321.8854497114528,1263.1109429128492,1328.143903688531,1343.73544822681,1312.2093122760496,1227.6078805464665,1143.976892325328,1058.2514968457288,954.001897047787,963.6989718321627,968.7939549469271,797.265213628473,794.7398805112148,706.5204085927161,696.19811677973,605.9208197471432,598.8615850662536,689.762574161775,672.0637550063968,597.1156373404282
