Sample File	C:\Users\ccee.gael.shared\Downloads\20130618_1410_SMPS3_BP.S80
Classifier Model	3080
DMA Model	3081
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01961
DMA Characteristic Length(cm)	0.44369
CPC Model	3010
Reference Gas Viscosity (Pa*s)	1.83245e-005
Reference Mean Free Path (m)	6.73e-008
Reference Gas Temperature (K)	296.15
Reference Gas Pressure (kPa)	101.3
Channels/Decade	64
Multiple Charge Correction	TRUE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	FALSE
Units	dw/dlogDp
Weight	Number
Sample #	1		2		3		4		5		6		7		8		9		10		11		12		13		14		15		16		17		18		19		20		21		22		23		24		25		26		27		28		29		30		31		32		33		34		35		36		37		38		39		40		41		42		43		44		45		46		47		48		49		50		51		52		53		54		55		56		57		58		59		60		61		62		63		64		65		66		67		68		69		70		71		72		73		74		75		76		77		78		79		80		81		82		83		84		85		86		87		88		89		90		91		92		93		94		95		96		97		98		99		100		101		102		103		104		105		106		107		108		109		110		111		112		113		114		115		116		117		118		119		120		121		122		123		124		125		126		127		128		129		130		131		132		133		134		135		136		137		138		139		140		141		142		143		144		145		146		147		148		149		150		151		152		153		154		155		156		157		158		159		160
47.6	39.684277	5	39.684277	3	39.684277	3	39.684277	1	39.684277	5	39.684277	2	39.684277	3	39.684277	2	39.684277	1	39.684277	2	39.684277	168	39.684277	1792	39.684277	1902	39.684277	30	39.684277	14	39.684277	7	39.684277	14	39.684277	10	39.684277	12	39.684277	6	39.684277	14	39.684277	8	39.684277	15	39.684277	15	39.684277	22	39.684277	21	39.684277	29	39.684277	21	39.684277	21	39.684277	14	39.684277	11	39.684277	21	39.684277	11	39.684277	7	39.684277	12	39.684277	6	39.684277	7	39.684277	11	39.684277	10	39.684277	11	39.684277	15	39.684277	8	39.684277	12	39.684277	8	39.684277	6	39.684277	12	39.684277	8	39.684277	8	39.684277	19	39.684277	13	39.684277	20	39.684277	17	39.684277	17	39.684277	16	39.684277	15	39.684277	21	39.684277	10	39.684277	28	39.684277	14	39.684277	17	39.684277	20	39.684277	14	39.684277	17	39.684277	16	39.684277	13	39.684277	14	39.684277	8	39.684277	10	39.684277	15	39.684277	11	39.684277	14	39.684277	16	39.684277	13	39.684277	11	39.684277	10	39.684277	11	39.684277	12	39.684277	7	39.684277	7	39.684277	8	39.684277	8	39.684277	17	39.684277	4	39.684277	12	39.684277	86	39.684277	16	39.684277	14	39.684277	49	39.684277	18	39.684277	12	39.684277	6	39.684277	15	39.684277	16	39.684277	10	39.684277	13	39.684277	10	39.684277	16	39.684277	14	39.684277	12	39.684277	22	39.684277	8	39.684277	10	39.684277	16	39.684277	10	39.684277	12	39.684277	10	39.684277	15	39.684277	12	39.684277	10	39.684277	11	39.684277	14	39.684277	8	39.684277	12	39.684277	7	39.684277	12	39.684277	18	39.684277	13	39.684277	15	39.684277	7	39.684277	15	39.684277	10	39.684277	12	39.684277	9	39.684277	12	39.684277	9	39.684277	27	39.684277	9	39.684277	16	39.684277	13	39.684277	13	39.684277	12	39.684277	6	39.684277	16	39.684277	11	39.684277	14	39.684277	9	39.684277	23	39.684277	23	39.684277	19	39.684277	16	39.684277	57	39.684277	22	39.684277	23	39.684277	40	39.684277	13	39.684277	14	39.684277	20	39.684277	11	39.684277	12	39.684277	18	39.684277	10	39.684277	20	39.684277	41	39.684277	11	39.684277	14	39.684277	18	39.684277	11	39.684277	9	39.684277	10	39.684277	12	
47.7	39.803648	1	39.803648	0	39.803648	1	39.803648	4	39.803648	0	39.803648	3	39.803648	3	39.803648	2	39.803648	0	39.803648	0	39.803648	162	39.803648	1730	39.803648	1872	39.803648	29	39.803648	10	39.803648	7	39.803648	14	39.803648	5	39.803648	11	39.803648	5	39.803648	8	39.803648	10	39.803648	15	39.803648	26	39.803648	24	39.803648	30	39.803648	21	39.803648	17	39.803648	15	39.803648	20	39.803648	10	39.803648	19	39.803648	11	39.803648	10	39.803648	4	39.803648	7	39.803648	9	39.803648	10	39.803648	13	39.803648	17	39.803648	17	39.803648	8	39.803648	12	39.803648	11	39.803648	10	39.803648	8	39.803648	9	39.803648	13	39.803648	27	39.803648	13	39.803648	23	39.803648	8	39.803648	15	39.803648	31	39.803648	12	39.803648	20	39.803648	14	39.803648	27	39.803648	13	39.803648	19	39.803648	14	39.803648	12	39.803648	19	39.803648	17	39.803648	16	39.803648	12	39.803648	17	39.803648	12	39.803648	17	39.803648	13	39.803648	13	39.803648	6	39.803648	10	39.803648	12	39.803648	15	39.803648	17	39.803648	13	39.803648	9	39.803648	15	39.803648	4	39.803648	10	39.803648	10	39.803648	9	39.803648	9	39.803648	89	39.803648	14	39.803648	11	39.803648	44	39.803648	13	39.803648	10	39.803648	13	39.803648	19	39.803648	20	39.803648	20	39.803648	6	39.803648	6	39.803648	16	39.803648	12	39.803648	11	39.803648	17	39.803648	12	39.803648	9	39.803648	13	39.803648	11	39.803648	10	39.803648	12	39.803648	13	39.803648	8	39.803648	8	39.803648	15	39.803648	9	39.803648	17	39.803648	8	39.803648	13	39.803648	17	39.803648	11	39.803648	15	39.803648	15	39.803648	9	39.803648	20	39.803648	5	39.803648	13	39.803648	11	39.803648	19	39.803648	15	39.803648	17	39.803648	4	39.803648	7	39.803648	19	39.803648	11	39.803648	9	39.803648	14	39.803648	14	39.803648	15	39.803648	15	39.803648	15	39.803648	18	39.803648	18	39.803648	11	39.803648	10	39.803648	62	39.803648	12	39.803648	22	39.803648	34	39.803648	20	39.803648	13	39.803648	9	39.803648	12	39.803648	13	39.803648	15	39.803648	9	39.803648	20	39.803648	33	39.803648	14	39.803648	9	39.803648	15	39.803648	17	39.803648	12	39.803648	11	39.803648	16	
47.8	39.923398	2	39.923398	4	39.923398	3	39.923398	2	39.923398	1	39.923398	2	39.923398	0	39.923398	3	39.923398	0	39.923398	0	39.923398	160	39.923398	1840	39.923398	1856	39.923398	46	39.923398	10	39.923398	8	39.923398	12	39.923398	11	39.923398	11	39.923398	7	39.923398	8	39.923398	8	39.923398	12	39.923398	16	39.923398	22	39.923398	21	39.923398	25	39.923398	20	39.923398	12	39.923398	11	39.923398	13	39.923398	9	39.923398	13	39.923398	5	39.923398	11	39.923398	8	39.923398	9	39.923398	15	39.923398	12	39.923398	15	39.923398	13	39.923398	4	39.923398	10	39.923398	12	39.923398	7	39.923398	10	39.923398	5	39.923398	11	39.923398	17	39.923398	12	39.923398	19	39.923398	11	39.923398	16	39.923398	20	39.923398	6	39.923398	17	39.923398	13	39.923398	26	39.923398	18	39.923398	21	39.923398	15	39.923398	13	39.923398	17	39.923398	18	39.923398	19	39.923398	13	39.923398	13	39.923398	10	39.923398	16	39.923398	12	39.923398	13	39.923398	8	39.923398	13	39.923398	15	39.923398	9	39.923398	21	39.923398	13	39.923398	3	39.923398	9	39.923398	9	39.923398	12	39.923398	11	39.923398	10	39.923398	16	39.923398	86	39.923398	21	39.923398	7	39.923398	35	39.923398	12	39.923398	12	39.923398	11	39.923398	23	39.923398	11	39.923398	14	39.923398	7	39.923398	16	39.923398	15	39.923398	14	39.923398	13	39.923398	19	39.923398	6	39.923398	10	39.923398	12	39.923398	7	39.923398	11	39.923398	10	39.923398	12	39.923398	5	39.923398	25	39.923398	14	39.923398	19	39.923398	13	39.923398	15	39.923398	19	39.923398	14	39.923398	13	39.923398	10	39.923398	20	39.923398	10	39.923398	16	39.923398	19	39.923398	17	39.923398	13	39.923398	7	39.923398	20	39.923398	17	39.923398	9	39.923398	7	39.923398	9	39.923398	11	39.923398	17	39.923398	13	39.923398	16	39.923398	21	39.923398	13	39.923398	16	39.923398	15	39.923398	15	39.923398	13	39.923398	15	39.923398	61	39.923398	21	39.923398	19	39.923398	52	39.923398	13	39.923398	19	39.923398	15	39.923398	15	39.923398	15	39.923398	17	39.923398	10	39.923398	17	39.923398	27	39.923398	10	39.923398	11	39.923398	16	39.923398	12	39.923398	9	39.923398	9	39.923398	14	
47.9	40.043877	2	40.043877	0	40.043877	1	40.043877	2	40.043877	1	40.043877	1	40.043877	0	40.043877	1	40.043877	1	40.043877	0	40.043877	172	40.043877	1808	40.043877	1818	40.043877	37	40.043877	13	40.043877	10	40.043877	11	40.043877	10	40.043877	6	40.043877	6	40.043877	7	40.043877	15	40.043877	7	40.043877	23	40.043877	22	40.043877	27	40.043877	30	40.043877	15	40.043877	21	40.043877	13	40.043877	9	40.043877	13	40.043877	23	40.043877	9	40.043877	12	40.043877	7	40.043877	11	40.043877	15	40.043877	12	40.043877	13	40.043877	17	40.043877	10	40.043877	6	40.043877	8	40.043877	9	40.043877	9	40.043877	6	40.043877	17	40.043877	15	40.043877	14	40.043877	14	40.043877	16	40.043877	21	40.043877	27	40.043877	11	40.043877	22	40.043877	21	40.043877	17	40.043877	11	40.043877	16	40.043877	11	40.043877	12	40.043877	22	40.043877	19	40.043877	7	40.043877	13	40.043877	16	40.043877	12	40.043877	16	40.043877	10	40.043877	14	40.043877	13	40.043877	13	40.043877	7	40.043877	7	40.043877	13	40.043877	13	40.043877	10	40.043877	9	40.043877	11	40.043877	11	40.043877	15	40.043877	14	40.043877	11	40.043877	96	40.043877	19	40.043877	8	40.043877	42	40.043877	27	40.043877	13	40.043877	22	40.043877	17	40.043877	11	40.043877	14	40.043877	9	40.043877	16	40.043877	16	40.043877	6	40.043877	12	40.043877	24	40.043877	8	40.043877	13	40.043877	7	40.043877	11	40.043877	10	40.043877	11	40.043877	15	40.043877	10	40.043877	9	40.043877	10	40.043877	14	40.043877	11	40.043877	10	40.043877	7	40.043877	23	40.043877	7	40.043877	12	40.043877	22	40.043877	7	40.043877	14	40.043877	12	40.043877	13	40.043877	9	40.043877	9	40.043877	11	40.043877	22	40.043877	14	40.043877	5	40.043877	9	40.043877	16	40.043877	8	40.043877	21	40.043877	17	40.043877	17	40.043877	9	40.043877	10	40.043877	10	40.043877	14	40.043877	13	40.043877	18	40.043877	52	40.043877	14	40.043877	13	40.043877	50	40.043877	7	40.043877	15	40.043877	20	40.043877	11	40.043877	13	40.043877	7	40.043877	8	40.043877	12	40.043877	33	40.043877	13	40.043877	11	40.043877	15	40.043877	17	40.043877	13	40.043877	15	40.043877	14	
48.0	40.164378	2	40.164378	0	40.164378	2	40.164378	0	40.164378	4	40.164378	3	40.164378	0	40.164378	1	40.164378	1	40.164378	0	40.164378	168	40.164378	1760	40.164378	1836	40.164378	31	40.164378	15	40.164378	10	40.164378	11	40.164378	10	40.164378	12	40.164378	4	40.164378	12	40.164378	9	40.164378	11	40.164378	25	40.164378	22	40.164378	22	40.164378	33	40.164378	18	40.164378	21	40.164378	20	40.164378	20	40.164378	17	40.164378	16	40.164378	4	40.164378	16	40.164378	7	40.164378	11	40.164378	12	40.164378	12	40.164378	13	40.164378	17	40.164378	7	40.164378	10	40.164378	16	40.164378	10	40.164378	12	40.164378	17	40.164378	9	40.164378	29	40.164378	12	40.164378	18	40.164378	21	40.164378	15	40.164378	20	40.164378	15	40.164378	32	40.164378	20	40.164378	15	40.164378	11	40.164378	19	40.164378	14	40.164378	5	40.164378	26	40.164378	13	40.164378	12	40.164378	15	40.164378	14	40.164378	16	40.164378	9	40.164378	16	40.164378	12	40.164378	13	40.164378	11	40.164378	11	40.164378	15	40.164378	12	40.164378	20	40.164378	9	40.164378	16	40.164378	11	40.164378	14	40.164378	14	40.164378	5	40.164378	11	40.164378	86	40.164378	23	40.164378	13	40.164378	41	40.164378	15	40.164378	7	40.164378	20	40.164378	10	40.164378	21	40.164378	10	40.164378	12	40.164378	11	40.164378	15	40.164378	12	40.164378	14	40.164378	27	40.164378	8	40.164378	16	40.164378	13	40.164378	10	40.164378	6	40.164378	7	40.164378	15	40.164378	4	40.164378	19	40.164378	13	40.164378	27	40.164378	11	40.164378	15	40.164378	14	40.164378	10	40.164378	22	40.164378	10	40.164378	14	40.164378	14	40.164378	8	40.164378	18	40.164378	14	40.164378	9	40.164378	9	40.164378	7	40.164378	12	40.164378	17	40.164378	10	40.164378	10	40.164378	13	40.164378	10	40.164378	10	40.164378	9	40.164378	7	40.164378	18	40.164378	16	40.164378	12	40.164378	17	40.164378	12	40.164378	15	40.164378	52	40.164378	24	40.164378	24	40.164378	37	40.164378	7	40.164378	15	40.164378	12	40.164378	15	40.164378	15	40.164378	17	40.164378	20	40.164378	14	40.164378	26	40.164378	7	40.164378	14	40.164378	13	40.164378	10	40.164378	9	40.164378	17	40.164378	11	
48.1	40.284903	1	40.284903	0	40.284903	2	40.284903	1	40.284903	4	40.284903	1	40.284903	2	40.284903	0	40.284903	3	40.284903	0	40.284903	157	40.284903	1760	40.284903	1858	40.284903	33	40.284903	3	40.284903	6	40.284903	22	40.284903	9	40.284903	13	40.284903	7	40.284903	8	40.284903	5	40.284903	11	40.284903	23	40.284903	23	40.284903	28	40.284903	32	40.284903	26	40.284903	27	40.284903	20	40.284903	16	40.284903	14	40.284903	11	40.284903	14	40.284903	11	40.284903	13	40.284903	8	40.284903	7	40.284903	4	40.284903	16	40.284903	18	40.284903	6	40.284903	6	40.284903	9	40.284903	8	40.284903	12	40.284903	9	40.284903	16	40.284903	21	40.284903	13	40.284903	20	40.284903	14	40.284903	16	40.284903	18	40.284903	17	40.284903	26	40.284903	13	40.284903	25	40.284903	20	40.284903	13	40.284903	19	40.284903	13	40.284903	17	40.284903	10	40.284903	14	40.284903	8	40.284903	24	40.284903	13	40.284903	13	40.284903	15	40.284903	15	40.284903	14	40.284903	12	40.284903	7	40.284903	10	40.284903	21	40.284903	6	40.284903	6	40.284903	11	40.284903	12	40.284903	13	40.284903	19	40.284903	14	40.284903	11	40.284903	88	40.284903	24	40.284903	10	40.284903	38	40.284903	12	40.284903	19	40.284903	16	40.284903	25	40.284903	13	40.284903	12	40.284903	14	40.284903	17	40.284903	12	40.284903	10	40.284903	9	40.284903	29	40.284903	3	40.284903	7	40.284903	9	40.284903	8	40.284903	7	40.284903	13	40.284903	6	40.284903	9	40.284903	15	40.284903	9	40.284903	12	40.284903	11	40.284903	7	40.284903	7	40.284903	15	40.284903	14	40.284903	13	40.284903	19	40.284903	14	40.284903	13	40.284903	12	40.284903	8	40.284903	9	40.284903	11	40.284903	18	40.284903	17	40.284903	20	40.284903	7	40.284903	10	40.284903	14	40.284903	15	40.284903	14	40.284903	9	40.284903	17	40.284903	13	40.284903	10	40.284903	16	40.284903	17	40.284903	13	40.284903	16	40.284903	55	40.284903	17	40.284903	17	40.284903	42	40.284903	19	40.284903	12	40.284903	15	40.284903	21	40.284903	16	40.284903	21	40.284903	15	40.284903	12	40.284903	28	40.284903	14	40.284903	16	40.284903	12	40.284903	10	40.284903	16	40.284903	15	40.284903	7	
48.2	40.406188	4	40.406188	1	40.406188	2	40.406188	3	40.406188	2	40.406188	1	40.406188	3	40.406188	3	40.406188	0	40.406188	0	40.406188	161	40.406188	1842	40.406188	1830	40.406188	26	40.406188	9	40.406188	10	40.406188	13	40.406188	10	40.406188	8	40.406188	10	40.406188	10	40.406188	8	40.406188	16	40.406188	15	40.406188	29	40.406188	32	40.406188	30	40.406188	24	40.406188	22	40.406188	13	40.406188	11	40.406188	25	40.406188	18	40.406188	11	40.406188	5	40.406188	5	40.406188	6	40.406188	10	40.406188	10	40.406188	12	40.406188	8	40.406188	8	40.406188	10	40.406188	14	40.406188	12	40.406188	18	40.406188	11	40.406188	12	40.406188	10	40.406188	8	40.406188	17	40.406188	5	40.406188	10	40.406188	25	40.406188	16	40.406188	24	40.406188	9	40.406188	17	40.406188	17	40.406188	14	40.406188	14	40.406188	15	40.406188	15	40.406188	17	40.406188	16	40.406188	13	40.406188	16	40.406188	12	40.406188	7	40.406188	8	40.406188	18	40.406188	9	40.406188	12	40.406188	8	40.406188	11	40.406188	12	40.406188	5	40.406188	9	40.406188	9	40.406188	8	40.406188	10	40.406188	24	40.406188	16	40.406188	8	40.406188	80	40.406188	23	40.406188	4	40.406188	42	40.406188	20	40.406188	9	40.406188	23	40.406188	12	40.406188	21	40.406188	13	40.406188	14	40.406188	9	40.406188	10	40.406188	7	40.406188	8	40.406188	21	40.406188	6	40.406188	8	40.406188	9	40.406188	17	40.406188	10	40.406188	12	40.406188	10	40.406188	13	40.406188	9	40.406188	2	40.406188	13	40.406188	13	40.406188	19	40.406188	8	40.406188	21	40.406188	8	40.406188	10	40.406188	8	40.406188	11	40.406188	14	40.406188	10	40.406188	15	40.406188	12	40.406188	16	40.406188	13	40.406188	14	40.406188	13	40.406188	13	40.406188	14	40.406188	10	40.406188	11	40.406188	11	40.406188	6	40.406188	13	40.406188	14	40.406188	14	40.406188	16	40.406188	22	40.406188	19	40.406188	14	40.406188	60	40.406188	33	40.406188	21	40.406188	45	40.406188	9	40.406188	15	40.406188	20	40.406188	18	40.406188	11	40.406188	14	40.406188	16	40.406188	7	40.406188	30	40.406188	26	40.406188	16	40.406188	8	40.406188	9	40.406188	13	40.406188	16	40.406188	4	
48.3	40.527859	3	40.527859	2	40.527859	1	40.527859	1	40.527859	1	40.527859	1	40.527859	0	40.527859	2	40.527859	2	40.527859	0	40.527859	161	40.527859	1745	40.527859	1915	40.527859	34	40.527859	20	40.527859	12	40.527859	15	40.527859	6	40.527859	11	40.527859	10	40.527859	20	40.527859	9	40.527859	13	40.527859	20	40.527859	25	40.527859	30	40.527859	23	40.527859	20	40.527859	14	40.527859	13	40.527859	16	40.527859	17	40.527859	11	40.527859	10	40.527859	10	40.527859	12	40.527859	8	40.527859	10	40.527859	8	40.527859	12	40.527859	15	40.527859	4	40.527859	14	40.527859	6	40.527859	8	40.527859	12	40.527859	10	40.527859	14	40.527859	21	40.527859	11	40.527859	16	40.527859	20	40.527859	15	40.527859	15	40.527859	11	40.527859	22	40.527859	13	40.527859	21	40.527859	20	40.527859	17	40.527859	14	40.527859	13	40.527859	20	40.527859	10	40.527859	13	40.527859	5	40.527859	10	40.527859	12	40.527859	15	40.527859	15	40.527859	12	40.527859	11	40.527859	18	40.527859	19	40.527859	18	40.527859	27	40.527859	17	40.527859	14	40.527859	11	40.527859	9	40.527859	18	40.527859	19	40.527859	10	40.527859	14	40.527859	84	40.527859	19	40.527859	10	40.527859	27	40.527859	17	40.527859	13	40.527859	13	40.527859	13	40.527859	14	40.527859	15	40.527859	9	40.527859	13	40.527859	13	40.527859	8	40.527859	10	40.527859	16	40.527859	8	40.527859	15	40.527859	13	40.527859	16	40.527859	11	40.527859	13	40.527859	13	40.527859	8	40.527859	15	40.527859	15	40.527859	18	40.527859	12	40.527859	14	40.527859	10	40.527859	11	40.527859	13	40.527859	7	40.527859	16	40.527859	13	40.527859	15	40.527859	13	40.527859	10	40.527859	15	40.527859	9	40.527859	10	40.527859	12	40.527859	10	40.527859	9	40.527859	12	40.527859	10	40.527859	13	40.527859	23	40.527859	9	40.527859	12	40.527859	14	40.527859	9	40.527859	15	40.527859	24	40.527859	20	40.527859	13	40.527859	54	40.527859	17	40.527859	25	40.527859	62	40.527859	10	40.527859	7	40.527859	20	40.527859	14	40.527859	8	40.527859	21	40.527859	17	40.527859	13	40.527859	29	40.527859	10	40.527859	16	40.527859	23	40.527859	19	40.527859	12	40.527859	15	40.527859	14	
48.4	40.650273	1	40.650273	0	40.650273	3	40.650273	2	40.650273	2	40.650273	1	40.650273	1	40.650273	2	40.650273	2	40.650273	0	40.650273	157	40.650273	1831	40.650273	1832	40.650273	38	40.650273	11	40.650273	7	40.650273	19	40.650273	7	40.650273	5	40.650273	16	40.650273	5	40.650273	6	40.650273	13	40.650273	35	40.650273	32	40.650273	21	40.650273	30	40.650273	32	40.650273	23	40.650273	14	40.650273	10	40.650273	22	40.650273	23	40.650273	8	40.650273	8	40.650273	7	40.650273	4	40.650273	13	40.650273	7	40.650273	13	40.650273	14	40.650273	8	40.650273	9	40.650273	11	40.650273	14	40.650273	16	40.650273	7	40.650273	11	40.650273	14	40.650273	11	40.650273	13	40.650273	20	40.650273	16	40.650273	13	40.650273	21	40.650273	23	40.650273	5	40.650273	25	40.650273	14	40.650273	13	40.650273	17	40.650273	14	40.650273	18	40.650273	12	40.650273	11	40.650273	17	40.650273	13	40.650273	13	40.650273	16	40.650273	17	40.650273	10	40.650273	15	40.650273	8	40.650273	16	40.650273	12	40.650273	18	40.650273	16	40.650273	13	40.650273	10	40.650273	10	40.650273	14	40.650273	23	40.650273	11	40.650273	23	40.650273	95	40.650273	13	40.650273	15	40.650273	38	40.650273	13	40.650273	11	40.650273	19	40.650273	27	40.650273	10	40.650273	7	40.650273	12	40.650273	14	40.650273	12	40.650273	8	40.650273	7	40.650273	29	40.650273	13	40.650273	7	40.650273	14	40.650273	9	40.650273	8	40.650273	8	40.650273	9	40.650273	9	40.650273	14	40.650273	12	40.650273	12	40.650273	8	40.650273	18	40.650273	13	40.650273	12	40.650273	15	40.650273	16	40.650273	11	40.650273	9	40.650273	14	40.650273	13	40.650273	10	40.650273	12	40.650273	8	40.650273	12	40.650273	16	40.650273	8	40.650273	10	40.650273	10	40.650273	9	40.650273	8	40.650273	11	40.650273	10	40.650273	7	40.650273	10	40.650273	19	40.650273	17	40.650273	14	40.650273	22	40.650273	15	40.650273	42	40.650273	21	40.650273	12	40.650273	51	40.650273	15	40.650273	9	40.650273	19	40.650273	17	40.650273	16	40.650273	18	40.650273	13	40.650273	16	40.650273	17	40.650273	17	40.650273	10	40.650273	9	40.650273	15	40.650273	11	40.650273	13	40.650273	11	
48.5	40.772707	4	40.772707	2	40.772707	1	40.772707	2	40.772707	1	40.772707	0	40.772707	0	40.772707	0	40.772707	0	40.772707	0	40.772707	143	40.772707	1738	40.772707	1895	40.772707	46	40.772707	10	40.772707	4	40.772707	13	40.772707	10	40.772707	11	40.772707	6	40.772707	9	40.772707	9	40.772707	11	40.772707	25	40.772707	21	40.772707	33	40.772707	32	40.772707	21	40.772707	32	40.772707	18	40.772707	21	40.772707	24	40.772707	14	40.772707	8	40.772707	12	40.772707	6	40.772707	14	40.772707	12	40.772707	11	40.772707	16	40.772707	22	40.772707	4	40.772707	8	40.772707	15	40.772707	13	40.772707	13	40.772707	11	40.772707	12	40.772707	16	40.772707	15	40.772707	17	40.772707	19	40.772707	13	40.772707	21	40.772707	14	40.772707	32	40.772707	13	40.772707	22	40.772707	16	40.772707	12	40.772707	9	40.772707	16	40.772707	13	40.772707	19	40.772707	16	40.772707	11	40.772707	19	40.772707	22	40.772707	16	40.772707	21	40.772707	13	40.772707	8	40.772707	9	40.772707	12	40.772707	21	40.772707	18	40.772707	18	40.772707	9	40.772707	9	40.772707	4	40.772707	15	40.772707	20	40.772707	21	40.772707	9	40.772707	83	40.772707	10	40.772707	9	40.772707	42	40.772707	18	40.772707	14	40.772707	18	40.772707	15	40.772707	10	40.772707	9	40.772707	14	40.772707	10	40.772707	12	40.772707	13	40.772707	9	40.772707	24	40.772707	12	40.772707	12	40.772707	13	40.772707	10	40.772707	12	40.772707	14	40.772707	7	40.772707	7	40.772707	13	40.772707	14	40.772707	11	40.772707	8	40.772707	13	40.772707	13	40.772707	16	40.772707	8	40.772707	10	40.772707	13	40.772707	15	40.772707	10	40.772707	9	40.772707	12	40.772707	13	40.772707	12	40.772707	14	40.772707	23	40.772707	10	40.772707	8	40.772707	11	40.772707	12	40.772707	10	40.772707	13	40.772707	17	40.772707	15	40.772707	14	40.772707	24	40.772707	18	40.772707	20	40.772707	19	40.772707	16	40.772707	54	40.772707	19	40.772707	14	40.772707	39	40.772707	20	40.772707	14	40.772707	20	40.772707	11	40.772707	15	40.772707	15	40.772707	8	40.772707	27	40.772707	21	40.772707	16	40.772707	20	40.772707	15	40.772707	12	40.772707	13	40.772707	15	40.772707	16	
48.6	40.895533	5	40.895533	1	40.895533	2	40.895533	1	40.895533	6	40.895533	1	40.895533	1	40.895533	3	40.895533	2	40.895533	0	40.895533	152	40.895533	1822	40.895533	1880	40.895533	32	40.895533	5	40.895533	7	40.895533	14	40.895533	9	40.895533	11	40.895533	7	40.895533	14	40.895533	9	40.895533	9	40.895533	15	40.895533	28	40.895533	22	40.895533	33	40.895533	22	40.895533	24	40.895533	27	40.895533	9	40.895533	16	40.895533	11	40.895533	7	40.895533	8	40.895533	7	40.895533	6	40.895533	14	40.895533	3	40.895533	17	40.895533	16	40.895533	9	40.895533	10	40.895533	10	40.895533	11	40.895533	11	40.895533	13	40.895533	13	40.895533	16	40.895533	11	40.895533	4	40.895533	7	40.895533	14	40.895533	22	40.895533	13	40.895533	27	40.895533	11	40.895533	15	40.895533	20	40.895533	16	40.895533	15	40.895533	17	40.895533	17	40.895533	18	40.895533	10	40.895533	19	40.895533	13	40.895533	11	40.895533	14	40.895533	12	40.895533	12	40.895533	14	40.895533	14	40.895533	21	40.895533	14	40.895533	13	40.895533	9	40.895533	7	40.895533	10	40.895533	8	40.895533	12	40.895533	18	40.895533	18	40.895533	13	40.895533	87	40.895533	18	40.895533	10	40.895533	27	40.895533	15	40.895533	14	40.895533	20	40.895533	12	40.895533	10	40.895533	17	40.895533	8	40.895533	14	40.895533	14	40.895533	8	40.895533	17	40.895533	16	40.895533	15	40.895533	9	40.895533	10	40.895533	10	40.895533	9	40.895533	14	40.895533	9	40.895533	10	40.895533	21	40.895533	13	40.895533	13	40.895533	14	40.895533	17	40.895533	11	40.895533	13	40.895533	9	40.895533	15	40.895533	15	40.895533	8	40.895533	13	40.895533	11	40.895533	20	40.895533	8	40.895533	14	40.895533	14	40.895533	13	40.895533	19	40.895533	9	40.895533	10	40.895533	12	40.895533	12	40.895533	13	40.895533	14	40.895533	13	40.895533	10	40.895533	11	40.895533	9	40.895533	26	40.895533	20	40.895533	12	40.895533	45	40.895533	11	40.895533	24	40.895533	51	40.895533	15	40.895533	16	40.895533	21	40.895533	11	40.895533	11	40.895533	15	40.895533	19	40.895533	9	40.895533	21	40.895533	23	40.895533	12	40.895533	15	40.895533	11	40.895533	11	40.895533	19	40.895533	14	
