Sample File	C:\Users\ccee.gael.shared\Downloads\20130618_1410_SMPS3_BP.S80
Classifier Model	3080
DMA Model	3081
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01961
DMA Characteristic Length(cm)	0.44369
CPC Model	3010
Reference Gas Viscosity (Pa*s)	1.83245e-005
Reference Mean Free Path (m)	6.73e-008
Reference Gas Temperature (K)	296.15
Reference Gas Pressure (kPa)	101.3
Channels/Decade	64
Multiple Charge Correction	TRUE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	FALSE
Units	dw/dlogDp
Weight	Number
Sample #	1		2		3		4		5		6		7		8		9		10		11		12		13		14		15		16		17		18		19		20		21		22		23		24		25		26		27		28		29		30		31		32		33		34		35		36		37		38		39		40		41		42		43		44		45		46		47		48		49		50		51		52		53		54		55		56		57		58		59		60		61		62		63		64		65		66		67		68		69		70		71		72		73		74		75		76		77		78		79		80		81		82		83		84		85		86		87		88		89		90		91		92		93		94		95		96		97		98		99		100		101		102		103		104		105		106		107		108		109		110		111		112		113		114		115		116		117		118		119		120		121		122		123		124		125		126		127		128		129		130		131		132		133		134		135		136		137		138		139		140		141		142		143		144		145		146		147		148		149		150		151		152		153		154		155		156		157		158		159		160
6.5	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	1	11.887244	158	11.887244	349	11.887244	1754	11.887244	43	11.887244	0	11.887244	1	11.887244	0	11.887244	2	11.887244	2	11.887244	0	11.887244	0	11.887244	2	11.887244	1	11.887244	1	11.887244	1	11.887244	0	11.887244	3	11.887244	5	11.887244	3	11.887244	3	11.887244	1	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	0	11.887244	1	11.887244	2	11.887244	4	11.887244	1	11.887244	1	11.887244	1	11.887244	1	11.887244	1	11.887244	2	11.887244	5	11.887244	8	11.887244	7	11.887244	7	11.887244	9	11.887244	14	11.887244	4	11.887244	6	11.887244	8	11.887244	16	11.887244	10	11.887244	7	11.887244	9	11.887244	9	11.887244	10	11.887244	8	11.887244	8	11.887244	5	11.887244	5	11.887244	1	11.887244	2	11.887244	5	11.887244	3	11.887244	1	11.887244	5	11.887244	1	11.887244	5	11.887244	2	11.887244	3	11.887244	1	11.887244	0	11.887244	0	11.887244	1	11.887244	6	11.887244	5	11.887244	7	11.887244	3	11.887244	4	11.887244	5	11.887244	9	11.887244	4	11.887244	1	11.887244	3	11.887244	6	11.887244	10	11.887244	5	11.887244	1	11.887244	1	11.887244	1	11.887244	2	11.887244	5	11.887244	4	11.887244	3	11.887244	3	11.887244	0	11.887244	1	11.887244	3	11.887244	4	11.887244	2	11.887244	1	11.887244	3	11.887244	1	11.887244	2	11.887244	1	11.887244	1	11.887244	2	11.887244	0	11.887244	2	11.887244	2	11.887244	1	11.887244	3	11.887244	2	11.887244	0	11.887244	2	11.887244	0	11.887244	1	11.887244	1	11.887244	1	11.887244	0	11.887244	0	11.887244	2	11.887244	1	11.887244	1	11.887244	2	11.887244	0	11.887244	2	11.887244	1	11.887244	2	11.887244	2	11.887244	0	11.887244	3	11.887244	2	11.887244	2	11.887244	1	11.887244	4	11.887244	3	11.887244	6	11.887244	1	11.887244	0	11.887244	0	11.887244	5	11.887244	4	11.887244	1	11.887244	2	11.887244	1	11.887244	3	11.887244	2	11.887244	1	11.887244	0	11.887244	1	11.887244	1	11.887244	0	11.887244	2	11.887244	0	11.887244	0	
6.6	11.921640	0	11.921640	0	11.921640	0	11.921640	0	11.921640	0	11.921640	0	11.921640	0	11.921640	0	11.921640	0	11.921640	3	11.921640	135	11.921640	380	11.921640	1780	11.921640	39	11.921640	1	11.921640	2	11.921640	1	11.921640	0	11.921640	1	11.921640	2	11.921640	0	11.921640	1	11.921640	1	11.921640	2	11.921640	0	11.921640	3	11.921640	0	11.921640	3	11.921640	1	11.921640	2	11.921640	1	11.921640	2	11.921640	1	11.921640	2	11.921640	2	11.921640	0	11.921640	4	11.921640	1	11.921640	3	11.921640	2	11.921640	1	11.921640	0	11.921640	1	11.921640	4	11.921640	3	11.921640	1	11.921640	2	11.921640	3	11.921640	8	11.921640	11	11.921640	15	11.921640	3	11.921640	6	11.921640	11	11.921640	5	11.921640	5	11.921640	8	11.921640	15	11.921640	3	11.921640	9	11.921640	7	11.921640	7	11.921640	5	11.921640	6	11.921640	5	11.921640	4	11.921640	6	11.921640	4	11.921640	4	11.921640	3	11.921640	2	11.921640	2	11.921640	4	11.921640	1	11.921640	4	11.921640	0	11.921640	2	11.921640	1	11.921640	4	11.921640	7	11.921640	10	11.921640	4	11.921640	8	11.921640	3	11.921640	8	11.921640	5	11.921640	2	11.921640	6	11.921640	6	11.921640	10	11.921640	2	11.921640	1	11.921640	1	11.921640	0	11.921640	6	11.921640	2	11.921640	5	11.921640	4	11.921640	2	11.921640	2	11.921640	1	11.921640	2	11.921640	1	11.921640	3	11.921640	5	11.921640	5	11.921640	1	11.921640	5	11.921640	0	11.921640	0	11.921640	1	11.921640	0	11.921640	1	11.921640	0	11.921640	2	11.921640	1	11.921640	0	11.921640	1	11.921640	3	11.921640	1	11.921640	4	11.921640	3	11.921640	1	11.921640	6	11.921640	2	11.921640	1	11.921640	1	11.921640	0	11.921640	3	11.921640	1	11.921640	1	11.921640	2	11.921640	0	11.921640	3	11.921640	0	11.921640	0	11.921640	2	11.921640	2	11.921640	0	11.921640	6	11.921640	2	11.921640	5	11.921640	2	11.921640	0	11.921640	0	11.921640	1	11.921640	2	11.921640	0	11.921640	6	11.921640	1	11.921640	5	11.921640	0	11.921640	4	11.921640	0	11.921640	0	11.921640	1	11.921640	1	11.921640	3	11.921640	2	11.921640	0	
6.7	11.956019	0	11.956019	0	11.956019	0	11.956019	0	11.956019	0	11.956019	0	11.956019	0	11.956019	0	11.956019	0	11.956019	2	11.956019	167	11.956019	394	11.956019	1838	11.956019	44	11.956019	1	11.956019	0	11.956019	3	11.956019	2	11.956019	3	11.956019	0	11.956019	0	11.956019	1	11.956019	1	11.956019	2	11.956019	1	11.956019	2	11.956019	1	11.956019	4	11.956019	3	11.956019	1	11.956019	3	11.956019	0	11.956019	0	11.956019	1	11.956019	0	11.956019	0	11.956019	4	11.956019	2	11.956019	1	11.956019	1	11.956019	0	11.956019	1	11.956019	1	11.956019	0	11.956019	3	11.956019	2	11.956019	6	11.956019	8	11.956019	7	11.956019	12	11.956019	6	11.956019	3	11.956019	8	11.956019	10	11.956019	11	11.956019	7	11.956019	9	11.956019	8	11.956019	8	11.956019	12	11.956019	12	11.956019	7	11.956019	11	11.956019	4	11.956019	1	11.956019	2	11.956019	3	11.956019	5	11.956019	1	11.956019	1	11.956019	0	11.956019	6	11.956019	3	11.956019	1	11.956019	2	11.956019	2	11.956019	2	11.956019	4	11.956019	3	11.956019	5	11.956019	5	11.956019	4	11.956019	6	11.956019	2	11.956019	7	11.956019	6	11.956019	0	11.956019	6	11.956019	5	11.956019	12	11.956019	6	11.956019	3	11.956019	1	11.956019	1	11.956019	2	11.956019	2	11.956019	2	11.956019	3	11.956019	2	11.956019	1	11.956019	0	11.956019	6	11.956019	2	11.956019	2	11.956019	0	11.956019	2	11.956019	3	11.956019	3	11.956019	1	11.956019	1	11.956019	2	11.956019	1	11.956019	1	11.956019	0	11.956019	0	11.956019	2	11.956019	1	11.956019	2	11.956019	2	11.956019	2	11.956019	2	11.956019	3	11.956019	2	11.956019	1	11.956019	1	11.956019	0	11.956019	0	11.956019	0	11.956019	3	11.956019	3	11.956019	5	11.956019	0	11.956019	2	11.956019	2	11.956019	1	11.956019	1	11.956019	1	11.956019	2	11.956019	1	11.956019	2	11.956019	2	11.956019	4	11.956019	2	11.956019	0	11.956019	0	11.956019	2	11.956019	8	11.956019	1	11.956019	4	11.956019	3	11.956019	4	11.956019	0	11.956019	0	11.956019	1	11.956019	1	11.956019	2	11.956019	1	11.956019	1	11.956019	0	11.956019	0	
6.8	11.990731	0	11.990731	0	11.990731	0	11.990731	0	11.990731	0	11.990731	0	11.990731	0	11.990731	0	11.990731	0	11.990731	4	11.990731	148	11.990731	409	11.990731	1829	11.990731	33	11.990731	2	11.990731	4	11.990731	2	11.990731	2	11.990731	2	11.990731	1	11.990731	1	11.990731	3	11.990731	2	11.990731	1	11.990731	1	11.990731	1	11.990731	1	11.990731	0	11.990731	1	11.990731	2	11.990731	1	11.990731	2	11.990731	3	11.990731	3	11.990731	1	11.990731	1	11.990731	4	11.990731	1	11.990731	3	11.990731	2	11.990731	2	11.990731	0	11.990731	0	11.990731	1	11.990731	1	11.990731	3	11.990731	3	11.990731	7	11.990731	8	11.990731	6	11.990731	11	11.990731	14	11.990731	8	11.990731	12	11.990731	12	11.990731	12	11.990731	5	11.990731	9	11.990731	6	11.990731	7	11.990731	8	11.990731	4	11.990731	4	11.990731	6	11.990731	2	11.990731	6	11.990731	1	11.990731	3	11.990731	0	11.990731	2	11.990731	4	11.990731	4	11.990731	5	11.990731	2	11.990731	2	11.990731	1	11.990731	1	11.990731	1	11.990731	4	11.990731	11	11.990731	3	11.990731	4	11.990731	7	11.990731	2	11.990731	4	11.990731	4	11.990731	5	11.990731	11	11.990731	5	11.990731	6	11.990731	3	11.990731	1	11.990731	1	11.990731	6	11.990731	7	11.990731	4	11.990731	2	11.990731	0	11.990731	1	11.990731	1	11.990731	1	11.990731	1	11.990731	2	11.990731	1	11.990731	4	11.990731	1	11.990731	0	11.990731	3	11.990731	1	11.990731	1	11.990731	1	11.990731	1	11.990731	1	11.990731	1	11.990731	1	11.990731	2	11.990731	1	11.990731	1	11.990731	2	11.990731	3	11.990731	2	11.990731	3	11.990731	3	11.990731	1	11.990731	1	11.990731	2	11.990731	2	11.990731	2	11.990731	5	11.990731	0	11.990731	1	11.990731	0	11.990731	1	11.990731	1	11.990731	0	11.990731	1	11.990731	2	11.990731	2	11.990731	1	11.990731	3	11.990731	3	11.990731	3	11.990731	1	11.990731	0	11.990731	3	11.990731	2	11.990731	1	11.990731	2	11.990731	5	11.990731	2	11.990731	5	11.990731	3	11.990731	0	11.990731	0	11.990731	1	11.990731	1	11.990731	3	11.990731	1	11.990731	1	11.990731	1	
6.9	12.025430	0	12.025430	0	12.025430	0	12.025430	0	12.025430	0	12.025430	0	12.025430	0	12.025430	0	12.025430	0	12.025430	2	12.025430	157	12.025430	378	12.025430	1904	12.025430	36	12.025430	1	12.025430	1	12.025430	1	12.025430	1	12.025430	2	12.025430	1	12.025430	1	12.025430	4	12.025430	1	12.025430	1	12.025430	3	12.025430	2	12.025430	0	12.025430	3	12.025430	0	12.025430	1	12.025430	0	12.025430	4	12.025430	1	12.025430	0	12.025430	1	12.025430	2	12.025430	2	12.025430	3	12.025430	1	12.025430	1	12.025430	2	12.025430	0	12.025430	1	12.025430	1	12.025430	0	12.025430	3	12.025430	5	12.025430	3	12.025430	6	12.025430	13	12.025430	8	12.025430	8	12.025430	7	12.025430	5	12.025430	11	12.025430	9	12.025430	5	12.025430	7	12.025430	10	12.025430	7	12.025430	5	12.025430	7	12.025430	5	12.025430	13	12.025430	1	12.025430	2	12.025430	6	12.025430	4	12.025430	1	12.025430	3	12.025430	3	12.025430	2	12.025430	5	12.025430	5	12.025430	2	12.025430	2	12.025430	2	12.025430	3	12.025430	1	12.025430	4	12.025430	6	12.025430	6	12.025430	2	12.025430	4	12.025430	11	12.025430	3	12.025430	7	12.025430	8	12.025430	4	12.025430	8	12.025430	3	12.025430	1	12.025430	4	12.025430	4	12.025430	3	12.025430	1	12.025430	1	12.025430	5	12.025430	1	12.025430	0	12.025430	0	12.025430	1	12.025430	3	12.025430	2	12.025430	2	12.025430	0	12.025430	0	12.025430	1	12.025430	1	12.025430	1	12.025430	2	12.025430	0	12.025430	2	12.025430	1	12.025430	2	12.025430	3	12.025430	2	12.025430	5	12.025430	2	12.025430	2	12.025430	1	12.025430	1	12.025430	0	12.025430	3	12.025430	2	12.025430	0	12.025430	2	12.025430	2	12.025430	0	12.025430	5	12.025430	0	12.025430	1	12.025430	2	12.025430	1	12.025430	0	12.025430	1	12.025430	1	12.025430	4	12.025430	0	12.025430	2	12.025430	0	12.025430	1	12.025430	2	12.025430	0	12.025430	0	12.025430	0	12.025430	0	12.025430	2	12.025430	3	12.025430	3	12.025430	3	12.025430	1	12.025430	0	12.025430	0	12.025430	1	12.025430	0	12.025430	1	12.025430	1	12.025430	1	12.025430	0	
7.0	12.060113	0	12.060113	0	12.060113	0	12.060113	0	12.060113	0	12.060113	0	12.060113	1	12.060113	0	12.060113	0	12.060113	2	12.060113	158	12.060113	433	12.060113	1861	12.060113	39	12.060113	0	12.060113	2	12.060113	2	12.060113	1	12.060113	2	12.060113	1	12.060113	0	12.060113	0	12.060113	1	12.060113	2	12.060113	1	12.060113	1	12.060113	0	12.060113	6	12.060113	0	12.060113	1	12.060113	0	12.060113	2	12.060113	0	12.060113	2	12.060113	0	12.060113	0	12.060113	1	12.060113	2	12.060113	2	12.060113	2	12.060113	0	12.060113	0	12.060113	0	12.060113	1	12.060113	2	12.060113	1	12.060113	8	12.060113	4	12.060113	13	12.060113	2	12.060113	5	12.060113	7	12.060113	7	12.060113	6	12.060113	6	12.060113	8	12.060113	7	12.060113	4	12.060113	7	12.060113	8	12.060113	6	12.060113	7	12.060113	6	12.060113	3	12.060113	3	12.060113	6	12.060113	4	12.060113	3	12.060113	1	12.060113	2	12.060113	1	12.060113	5	12.060113	4	12.060113	2	12.060113	2	12.060113	5	12.060113	0	12.060113	1	12.060113	5	12.060113	5	12.060113	1	12.060113	1	12.060113	3	12.060113	2	12.060113	7	12.060113	6	12.060113	4	12.060113	6	12.060113	5	12.060113	7	12.060113	3	12.060113	3	12.060113	1	12.060113	3	12.060113	2	12.060113	1	12.060113	5	12.060113	0	12.060113	0	12.060113	2	12.060113	0	12.060113	4	12.060113	0	12.060113	2	12.060113	2	12.060113	0	12.060113	2	12.060113	3	12.060113	1	12.060113	0	12.060113	2	12.060113	0	12.060113	5	12.060113	1	12.060113	1	12.060113	1	12.060113	2	12.060113	0	12.060113	3	12.060113	2	12.060113	0	12.060113	1	12.060113	2	12.060113	8	12.060113	2	12.060113	3	12.060113	2	12.060113	1	12.060113	5	12.060113	1	12.060113	2	12.060113	0	12.060113	0	12.060113	3	12.060113	0	12.060113	2	12.060113	1	12.060113	1	12.060113	2	12.060113	0	12.060113	0	12.060113	3	12.060113	4	12.060113	0	12.060113	2	12.060113	1	12.060113	2	12.060113	2	12.060113	4	12.060113	3	12.060113	1	12.060113	2	12.060113	1	12.060113	0	12.060113	1	12.060113	3	12.060113	0	12.060113	0	12.060113	0	12.060113	2	
7.1	12.095132	0	12.095132	0	12.095132	0	12.095132	0	12.095132	0	12.095132	0	12.095132	0	12.095132	0	12.095132	0	12.095132	4	12.095132	146	12.095132	427	12.095132	1839	12.095132	52	12.095132	0	12.095132	2	12.095132	1	12.095132	0	12.095132	0	12.095132	1	12.095132	2	12.095132	0	12.095132	2	12.095132	0	12.095132	0	12.095132	0	12.095132	1	12.095132	0	12.095132	1	12.095132	2	12.095132	1	12.095132	1	12.095132	1	12.095132	0	12.095132	0	12.095132	1	12.095132	3	12.095132	0	12.095132	1	12.095132	2	12.095132	1	12.095132	2	12.095132	4	12.095132	3	12.095132	0	12.095132	1	12.095132	13	12.095132	6	12.095132	4	12.095132	2	12.095132	8	12.095132	7	12.095132	7	12.095132	4	12.095132	8	12.095132	9	12.095132	3	12.095132	8	12.095132	12	12.095132	10	12.095132	5	12.095132	7	12.095132	4	12.095132	4	12.095132	0	12.095132	1	12.095132	6	12.095132	2	12.095132	1	12.095132	5	12.095132	2	12.095132	1	12.095132	2	12.095132	2	12.095132	1	12.095132	1	12.095132	2	12.095132	0	12.095132	2	12.095132	3	12.095132	5	12.095132	0	12.095132	6	12.095132	6	12.095132	1	12.095132	5	12.095132	4	12.095132	5	12.095132	5	12.095132	8	12.095132	3	12.095132	0	12.095132	0	12.095132	2	12.095132	3	12.095132	0	12.095132	4	12.095132	3	12.095132	3	12.095132	1	12.095132	2	12.095132	3	12.095132	2	12.095132	4	12.095132	3	12.095132	2	12.095132	1	12.095132	1	12.095132	0	12.095132	2	12.095132	3	12.095132	2	12.095132	1	12.095132	0	12.095132	1	12.095132	1	12.095132	2	12.095132	1	12.095132	3	12.095132	1	12.095132	2	12.095132	1	12.095132	1	12.095132	2	12.095132	0	12.095132	1	12.095132	1	12.095132	0	12.095132	2	12.095132	0	12.095132	1	12.095132	2	12.095132	1	12.095132	1	12.095132	0	12.095132	1	12.095132	1	12.095132	2	12.095132	0	12.095132	2	12.095132	4	12.095132	0	12.095132	1	12.095132	0	12.095132	0	12.095132	3	12.095132	2	12.095132	2	12.095132	1	12.095132	1	12.095132	3	12.095132	2	12.095132	1	12.095132	0	12.095132	1	12.095132	2	12.095132	1	12.095132	1	12.095132	0	12.095132	1	
7.2	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	3	12.130139	176	12.130139	407	12.130139	1877	12.130139	37	12.130139	0	12.130139	1	12.130139	1	12.130139	2	12.130139	3	12.130139	1	12.130139	0	12.130139	2	12.130139	1	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	1	12.130139	1	12.130139	0	12.130139	2	12.130139	3	12.130139	2	12.130139	1	12.130139	1	12.130139	0	12.130139	0	12.130139	1	12.130139	1	12.130139	1	12.130139	4	12.130139	0	12.130139	0	12.130139	0	12.130139	0	12.130139	4	12.130139	5	12.130139	4	12.130139	5	12.130139	4	12.130139	8	12.130139	3	12.130139	6	12.130139	4	12.130139	7	12.130139	5	12.130139	10	12.130139	5	12.130139	6	12.130139	8	12.130139	4	12.130139	2	12.130139	6	12.130139	2	12.130139	5	12.130139	5	12.130139	3	12.130139	2	12.130139	3	12.130139	2	12.130139	5	12.130139	3	12.130139	3	12.130139	0	12.130139	2	12.130139	2	12.130139	0	12.130139	2	12.130139	1	12.130139	3	12.130139	3	12.130139	4	12.130139	5	12.130139	1	12.130139	5	12.130139	2	12.130139	3	12.130139	5	12.130139	8	12.130139	2	12.130139	3	12.130139	0	12.130139	2	12.130139	3	12.130139	2	12.130139	2	12.130139	1	12.130139	4	12.130139	3	12.130139	2	12.130139	0	12.130139	3	12.130139	2	12.130139	4	12.130139	4	12.130139	0	12.130139	4	12.130139	1	12.130139	0	12.130139	1	12.130139	1	12.130139	1	12.130139	1	12.130139	0	12.130139	0	12.130139	1	12.130139	1	12.130139	0	12.130139	1	12.130139	2	12.130139	1	12.130139	1	12.130139	2	12.130139	0	12.130139	1	12.130139	2	12.130139	1	12.130139	0	12.130139	0	12.130139	1	12.130139	2	12.130139	1	12.130139	1	12.130139	1	12.130139	0	12.130139	0	12.130139	1	12.130139	0	12.130139	0	12.130139	0	12.130139	1	12.130139	1	12.130139	0	12.130139	0	12.130139	1	12.130139	3	12.130139	3	12.130139	2	12.130139	2	12.130139	1	12.130139	2	12.130139	0	12.130139	0	12.130139	0	12.130139	2	12.130139	5	12.130139	1	12.130139	0	12.130139	1	12.130139	0	
7.3	12.165128	0	12.165128	0	12.165128	0	12.165128	1	12.165128	0	12.165128	0	12.165128	0	12.165128	0	12.165128	0	12.165128	2	12.165128	173	12.165128	421	12.165128	1901	12.165128	23	12.165128	0	12.165128	1	12.165128	0	12.165128	3	12.165128	3	12.165128	2	12.165128	0	12.165128	1	12.165128	0	12.165128	3	12.165128	3	12.165128	3	12.165128	1	12.165128	1	12.165128	2	12.165128	1	12.165128	0	12.165128	1	12.165128	2	12.165128	3	12.165128	2	12.165128	1	12.165128	0	12.165128	0	12.165128	2	12.165128	2	12.165128	1	12.165128	0	12.165128	0	12.165128	1	12.165128	1	12.165128	1	12.165128	6	12.165128	0	12.165128	9	12.165128	7	12.165128	7	12.165128	14	12.165128	3	12.165128	5	12.165128	4	12.165128	8	12.165128	9	12.165128	10	12.165128	5	12.165128	6	12.165128	4	12.165128	5	12.165128	7	12.165128	6	12.165128	2	12.165128	2	12.165128	1	12.165128	0	12.165128	2	12.165128	2	12.165128	1	12.165128	2	12.165128	4	12.165128	1	12.165128	2	12.165128	0	12.165128	0	12.165128	7	12.165128	5	12.165128	3	12.165128	6	12.165128	5	12.165128	1	12.165128	2	12.165128	2	12.165128	3	12.165128	2	12.165128	5	12.165128	5	12.165128	7	12.165128	1	12.165128	3	12.165128	1	12.165128	2	12.165128	2	12.165128	4	12.165128	1	12.165128	2	12.165128	2	12.165128	0	12.165128	0	12.165128	6	12.165128	0	12.165128	0	12.165128	3	12.165128	1	12.165128	2	12.165128	4	12.165128	1	12.165128	1	12.165128	3	12.165128	1	12.165128	4	12.165128	2	12.165128	1	12.165128	0	12.165128	0	12.165128	2	12.165128	1	12.165128	3	12.165128	1	12.165128	1	12.165128	0	12.165128	2	12.165128	1	12.165128	0	12.165128	0	12.165128	1	12.165128	3	12.165128	2	12.165128	0	12.165128	0	12.165128	3	12.165128	0	12.165128	0	12.165128	0	12.165128	2	12.165128	0	12.165128	0	12.165128	1	12.165128	2	12.165128	2	12.165128	1	12.165128	0	12.165128	2	12.165128	1	12.165128	1	12.165128	0	12.165128	4	12.165128	2	12.165128	3	12.165128	0	12.165128	0	12.165128	0	12.165128	2	12.165128	3	12.165128	1	12.165128	2	12.165128	2	12.165128	1	
7.4	12.200458	0	12.200458	0	12.200458	0	12.200458	0	12.200458	0	12.200458	0	12.200458	1	12.200458	0	12.200458	0	12.200458	2	12.200458	159	12.200458	454	12.200458	1917	12.200458	27	12.200458	0	12.200458	1	12.200458	2	12.200458	1	12.200458	1	12.200458	2	12.200458	0	12.200458	2	12.200458	1	12.200458	1	12.200458	1	12.200458	1	12.200458	2	12.200458	3	12.200458	1	12.200458	1	12.200458	2	12.200458	1	12.200458	0	12.200458	1	12.200458	1	12.200458	0	12.200458	2	12.200458	3	12.200458	4	12.200458	3	12.200458	1	12.200458	1	12.200458	1	12.200458	1	12.200458	0	12.200458	1	12.200458	3	12.200458	3	12.200458	8	12.200458	6	12.200458	5	12.200458	9	12.200458	6	12.200458	5	12.200458	8	12.200458	5	12.200458	4	12.200458	7	12.200458	2	12.200458	8	12.200458	4	12.200458	6	12.200458	7	12.200458	1	12.200458	2	12.200458	2	12.200458	5	12.200458	1	12.200458	1	12.200458	3	12.200458	2	12.200458	0	12.200458	2	12.200458	1	12.200458	1	12.200458	3	12.200458	1	12.200458	2	12.200458	3	12.200458	4	12.200458	1	12.200458	3	12.200458	2	12.200458	2	12.200458	3	12.200458	3	12.200458	0	12.200458	8	12.200458	2	12.200458	6	12.200458	3	12.200458	4	12.200458	2	12.200458	0	12.200458	6	12.200458	2	12.200458	0	12.200458	4	12.200458	3	12.200458	1	12.200458	0	12.200458	4	12.200458	0	12.200458	2	12.200458	2	12.200458	0	12.200458	0	12.200458	3	12.200458	1	12.200458	1	12.200458	1	12.200458	0	12.200458	1	12.200458	1	12.200458	1	12.200458	3	12.200458	3	12.200458	1	12.200458	2	12.200458	0	12.200458	2	12.200458	4	12.200458	0	12.200458	1	12.200458	2	12.200458	2	12.200458	1	12.200458	0	12.200458	2	12.200458	0	12.200458	1	12.200458	1	12.200458	1	12.200458	0	12.200458	0	12.200458	1	12.200458	0	12.200458	1	12.200458	0	12.200458	3	12.200458	0	12.200458	8	12.200458	0	12.200458	1	12.200458	0	12.200458	3	12.200458	5	12.200458	3	12.200458	6	12.200458	0	12.200458	1	12.200458	0	12.200458	1	12.200458	0	12.200458	1	12.200458	3	12.200458	0	12.200458	1	12.200458	2	12.200458	0	
7.5	12.235655	0	12.235655	0	12.235655	0	12.235655	0	12.235655	0	12.235655	0	12.235655	0	12.235655	0	12.235655	1	12.235655	4	12.235655	185	12.235655	438	12.235655	1901	12.235655	35	12.235655	0	12.235655	1	12.235655	1	12.235655	0	12.235655	2	12.235655	1	12.235655	0	12.235655	1	12.235655	0	12.235655	1	12.235655	1	12.235655	1	12.235655	1	12.235655	4	12.235655	3	12.235655	2	12.235655	1	12.235655	2	12.235655	1	12.235655	0	12.235655	2	12.235655	1	12.235655	0	12.235655	1	12.235655	1	12.235655	3	12.235655	0	12.235655	2	12.235655	0	12.235655	2	12.235655	0	12.235655	0	12.235655	7	12.235655	8	12.235655	8	12.235655	3	12.235655	14	12.235655	6	12.235655	4	12.235655	1	12.235655	9	12.235655	5	12.235655	10	12.235655	7	12.235655	6	12.235655	7	12.235655	3	12.235655	5	12.235655	3	12.235655	5	12.235655	2	12.235655	3	12.235655	4	12.235655	5	12.235655	0	12.235655	4	12.235655	0	12.235655	4	12.235655	1	12.235655	2	12.235655	4	12.235655	1	12.235655	1	12.235655	2	12.235655	4	12.235655	5	12.235655	1	12.235655	3	12.235655	5	12.235655	1	12.235655	2	12.235655	3	12.235655	4	12.235655	0	12.235655	1	12.235655	7	12.235655	3	12.235655	2	12.235655	1	12.235655	2	12.235655	1	12.235655	1	12.235655	3	12.235655	3	12.235655	3	12.235655	1	12.235655	0	12.235655	2	12.235655	0	12.235655	1	12.235655	2	12.235655	0	12.235655	0	12.235655	6	12.235655	1	12.235655	2	12.235655	1	12.235655	1	12.235655	0	12.235655	0	12.235655	2	12.235655	0	12.235655	2	12.235655	2	12.235655	0	12.235655	4	12.235655	1	12.235655	1	12.235655	1	12.235655	2	12.235655	1	12.235655	2	12.235655	1	12.235655	2	12.235655	1	12.235655	0	12.235655	0	12.235655	2	12.235655	0	12.235655	1	12.235655	0	12.235655	1	12.235655	2	12.235655	2	12.235655	1	12.235655	0	12.235655	2	12.235655	4	12.235655	3	12.235655	1	12.235655	1	12.235655	2	12.235655	1	12.235655	1	12.235655	1	12.235655	3	12.235655	5	12.235655	3	12.235655	0	12.235655	0	12.235655	3	12.235655	2	12.235655	0	12.235655	0	12.235655	0	12.235655	1	
