t,Dp0,Dp1,Dp2,Dp3,Dp4,Dp5,Dp6,Dp7,Dp8,Dp9,Dp10
2019-11-24T12:30:00.0,29.679125940900292,12.163570977079264,1.5729857482069425,0.37570357347759503,0.35895518044926633,0.08238795786307405,0.03352275462291319,0.021185097755860523,0.019373716568096618,0.020195768269413224,0.011784512764572834
2019-11-24T13:00:00.0,31.89025991487628,13.36855673201297,1.7141644864448287,0.40202701957259673,0.38043502579602867,0.09411734323374826,0.030917615808723306,0.019605888065138966,0.013784681361432455,0.01564921723465116,0.012482921587992508
2019-11-24T13:30:00.0,32.31503920276837,13.373340902837745,1.8000204271845435,0.4318929947313642,0.3639837868918604,0.10935722087153035,0.03587745735947243,0.026142351110466075,0.016631367455805623,0.014812334869672978,0.008912305730228616
2019-11-24T14:00:00.0,34.949118476677455,14.427660149832017,1.9686064364445872,0.4312610576454424,0.42527337297487633,0.1161275053057644,0.049877182950036035,0.034115887500283756,0.012407248375979198,0.01796326488814034,0.010401242829924415
2019-11-24T14:30:00.0,36.62798332104231,15.487532780491291,2.12954889749534,0.5000950391425601,0.47803983016091156,0.1265244949742158,0.05309515811711963,0.031018979757739668,0.009393276422006337,0.01568738600415437,0.009707982836586354
2019-11-24T15:00:00.0,39.77758371214532,17.442028738941648,2.523029391332033,0.6117923635807748,0.5873348133292944,0.18086695382413936,0.06079895361115928,0.041797607898895306,0.01714307486167962,0.019736819206423672,0.008645281732729132
2019-11-24T15:30:00.0,45.905202148993055,19.937574856272136,2.9389781522186302,0.7309830152038621,0.7036348650892027,0.18654520921014822,0.07845531785701512,0.04158502907856428,0.021291569196578156,0.01902230948947811,0.013057813611945147
2019-11-24T16:00:00.0,54.910020721085516,24.28170706121833,3.703396137206859,0.9258346445386448,0.8330948704495295,0.27398511461135283,0.09231618172072326,0.040054906273830154,0.02061258538728869,0.019469385027002777,0.01654845863184758
2019-11-24T16:30:00.0,67.16491785919284,29.83397022630704,4.557046897610632,1.121387031855506,1.0643585893908745,0.2931877512300404,0.10778342184041849,0.05827397002433706,0.031691581120159996,0.027529904322702643,0.012281674108348064
2019-11-24T17:00:00.0,76.58872825029813,34.60302659689589,5.158928824649798,1.3330493754868598,1.1638934238666963,0.335155582596068,0.10629158164251006,0.058966310668075,0.034590361204481036,0.021776304123015795,0.01103085733786894
2019-11-24T17:30:00.0,99.1040124230747,44.75371427198364,6.41153021819932,1.5138932060902912,1.260521714525826,0.3376219686241796,0.13286630608025882,0.06245178227762033,0.03496509777389114,0.02931658110664965,0.021219818289967367
2019-11-24T18:00:00.0,117.29252813529597,54.4727523990808,7.815843481222417,1.676970310070701,1.4335732472808442,0.36137290719748116,0.14349932026720622,0.09352035356205018,0.046769923189434626,0.04056382741806482,0.029296766853075525
2019-11-24T18:30:00.0,136.7729177193401,63.97668968283938,8.800950141014411,1.838605982359458,1.4717831039571343,0.38815922373633044,0.1461772077351163,0.09026773483063176,0.04726235044174824,0.03869187955666459,0.022908379275420113
2019-11-24T19:00:00.0,180.9254720300697,86.8819185423196,11.764591565019249,2.255972998416601,1.7864863065188532,0.3988612212956065,0.15516307269240665,0.07310222711132922,0.03536486197104806,0.03876090395520807,0.023044013327516672
2019-11-24T19:30:00.0,228.54234115452607,111.19878029857472,15.005843646025092,2.8684066765927922,2.1892184825500434,0.5152486133345157,0.1844600609394911,0.09338704420350218,0.053749096609203365,0.04934392717670201,0.036117291541845536
2019-11-24T20:00:00.0,291.5981322961249,135.75381211143534,17.778305132918334,3.6029551185134525,2.844552107183556,0.6585443158324366,0.21130318759631517,0.10984444266531564,0.057944015932172147,0.036525427493995004,0.029469497241156578
2019-11-24T20:30:00.0,359.64442239571565,177.20666629353985,24.91101514915465,4.948770175732808,3.4252902331050232,0.6486879708095876,0.22909876117062714,0.10688462286256804,0.07002247684498811,0.064339736348003,0.03575167278537727
2019-11-24T21:00:00.0,426.6834443142155,207.2190124849899,29.090911791873193,5.651474541745558,3.9311706772527715,0.723861967586012,0.25331464203954573,0.1320528455943883,0.06978160882248895,0.06537865105064228,0.03224653003223564
2019-11-24T21:30:00.0,410.79461297478593,195.7157892872503,27.115263893411615,5.451069371173742,3.757916295813015,0.7319751198346505,0.2518465979926236,0.1255820553833074,0.06894430284985427,0.06287059031221431,0.02934164559421028
2019-11-24T22:00:00.0,431.99059051846154,213.11102074776093,31.199769359165206,7.024534585338321,5.432306053481521,1.12030118340565,0.3522242089893154,0.17089544284153013,0.0819835903450837,0.05687116831251823,0.03563323898834815
2019-11-24T22:30:00.0,461.1765276508991,231.05797035880067,34.30826840382965,7.982931248825158,6.6659260766927915,1.4156425451212633,0.45234192675637186,0.20970165481892775,0.08796018021131456,0.06226801464467869,0.03891201336631945
2019-11-24T23:00:00.0,454.67657351138695,223.30304113689883,34.167936645410464,7.783232241089304,5.678731484021461,1.2065946229259525,0.3622000631576818,0.18589619604252708,0.08907655224067047,0.07854020531047799,0.04266055305460044
2019-11-24T23:30:00.0,482.49524908219394,257.01070737717936,43.081150557179406,11.55227463938325,10.49511290576322,2.366957481331667,0.7340884418253895,0.3061185971271625,0.10810870972564944,0.053976459011722544,0.03059357079283147
2019-11-25T00:00:00.0,480.06687452540274,252.92930720933555,42.21931243115814,11.181173729542689,9.897038447397007,2.202786980317209,0.6901504392720628,0.2785306292389419,0.10003602526717535,0.06559126624139232,0.028104807811124
2019-11-25T00:30:00.0,507.02724755558097,254.32345027202894,39.24881676375648,9.428072845779035,7.667689502768399,1.565217955238744,0.46414919568829555,0.21636887873056862,0.07397644664559438,0.10438341397125653,0.03056485649250695
